city_id,city,pop,age,household,individual,house,rent,COLI
776,"Hammond, Indiana",76618,32.8,45999,20604,89200,823,94.6
777,"Indianapolis, Indiana",863002,34.2,47225,27304,137600,870,87.7
778,"Jeffersonville, Indiana",47383,37.8,48304,27070,130786,795,85.9
779,"Kokomo, Indiana",57836,40.2,41143,23360,82423,682,84.6
780,"Lafayette, Indiana",72390,33.2,45315,25650,105300,798,87.6
781,"Lawrence, Indiana",48704,35.0,56031,28126,145457,848,87.1
782,"Merrillville, Indiana",34871,38.4,65123,30778,154843,967,96.8
783,"Mishawaka, Indiana",49177,36.5,43812,25214,109336,762,84.6
784,"Muncie, Indiana",68625,28.0,30555,19353,72100,692,84.7
785,"Noblesville, Indiana",61882,34.1,80991,41418,229034,984,87.9
786,"Portage, Indiana",36672,39.0,58813,27348,154309,922,96.7
787,"Richmond, Indiana",35455,39.2,38984,25574,93433,689,76.6
788,"Valparaiso, Indiana",33376,33.3,56707,30555,186714,875,96.0
789,"Westfield, Indiana",39493,34.6,69799,31854,210952,1215,89.1
790,"Ames, Iowa",66498,23.8,51860,28136,216000,916,91.5
791,"Ankeny, Iowa",62416,32.5,78940,36818,223122,962,90.3
792,"Bettendorf, Iowa",35813,42.1,73806,41990,200959,942,86.6
793,"Davenport, Iowa",102320,38.0,50081,26079,130900,766,85.8
794,"Dubuque, Iowa",58276,37.1,57151,32890,157570,774,84.9
795,"Marion, Iowa",39400,37.7,66409,32371,158573,660,86.4
796,"Urbandale, Iowa",43592,39.4,85498,42497,236661,903,90.0
797,"Waterloo, Iowa",67587,37.1,42346,25551,125200,715,85.0
798,"Hutchinson, Kansas",40772,39.2,45340,26409,117505,718,76.7
799,"Lawrence, Kansas",96892,27.9,48827,29041,203800,872,86.3
800,"Leavenworth, Kansas",36210,35.3,59964,27837,130054,892,86.1
801,"Leawood, Kansas",34659,45.9,138187,69997,469035,1318,88.8
802,"Lenexa, Kansas",53553,37.3,83576,43036,267165,1068,87.4
803,"Manhattan, Kansas",54832,24.5,47600,27974,211272,890,81.2
804,"Olathe, Kansas",137472,35.2,87052,35898,239100,949,86.7
805,"Salina, Kansas",46994,37.4,50091,27334,150972,757,77.8
806,"Shawnee, Kansas",65513,38.7,89190,41164,240000,933,86.6
807,"Topeka, Kansas",126587,36.6,48847,26762,97300,775,81.2
808,"Wichita, Kansas",390591,35.9,50504,26900,135100,786,81.9
809,"Covington, Kentucky",40455,36.0,38294,23618,107197,646,87.4
810,"Hopkinsville, Kentucky",32634,34.5,39352,23685,123676,655,87.9
811,"Lexington-Fayette, Kentucky",321959,34.3,56137,32927,193100,854,89.3
812,"Owensboro, Kentucky",59404,37.6,41089,26233,119286,782,85.5
813,"Richmond, Kentucky",35397,26.0,37896,21293,153037,646,81.4
814,"Alexandria, Louisiana",47334,39.0,36122,23522,146557,807,84.0
815,"Houma, Louisiana",33278,36.8,38835,22903,160879,739,85.0
816,"Kenner, Louisiana",67451,36.9,57009,28640,179600,926,95.4
817,"Lafayette, Louisiana",126848,35.6,41964,28800,193000,856,85.6
818,"Monroe, Louisiana",48371,32.4,29072,22250,162415,698,85.5
819,"Shreveport, Louisiana",192036,35.4,32983,23979,155300,760,85.6
820,"Bangor, Maine",31903,37.4,42132,28208,148358,845,97.4
821,"Lewiston, Maine",36221,40.6,38882,23884,141988,661,93.8
822,"Portland, Maine",66882,35.6,56326,33553,291200,1067,103.8
823,"Annapolis, Maryland",39321,38.2,77399,42612,372168,1498,135.4
824,"Baltimore, Maryland",611648,35.3,47131,29242,154400,1035,129.3
825,"Bowie, Maryland",58859,41.7,112883,47247,329107,1870,165.1
826,"Frederick, Maryland",71408,38.5,73457,37432,275900,1352,175.3
827,"Gaithersburg, Maryland",68710,35.6,82077,38983,427700,1581,186.5
828,"Hagerstown, Maryland",40306,33.9,45784,24946,171998,811,136.4
829,"Rockville, Maryland",68401,39.1,100388,47874,484000,1875,189.9
830,"Salisbury, Maryland",32807,28.0,40442,21927,149490,951,91.8
831,"Attleboro, Massachusetts",44590,40.4,79245,38648,302005,1037,132.3
832,"Beverly, Massachusetts",41816,40.1,79004,42755,431579,1170,137.4
833,"Boston, Massachusetts",685094,32.3,66758,42236,540600,1541,147.7
834,"Brockton, Massachusetts",95672,36.1,58357,26252,264200,1125,135.6
835,"Cambridge, Massachusetts",113630,30.5,97316,56199,773200,2102,151.2
836,"Chelsea, Massachusetts",40227,33.3,50933,25923,402933,1353,145.3
837,"Chicopee, Massachusetts",55515,40.3,46457,28302,187314,883,122.2
838,"Everett, Massachusetts",46324,34.8,65888,31829,374353,1438,139.8
839,"Fitchburg, Massachusetts",40793,35.1,54417,27164,212501,943,128.2
840,"Haverhill, Massachusetts",63639,38.7,72929,34771,300007,1141,134.8
841,"Holyoke, Massachusetts",40341,34.7,39644,24154,188049,739,122.5
842,"Lawrence, Massachusetts",80162,31.4,41499,20319,282300,1128,139.7
843,"Leominster, Massachusetts",41615,41.4,66018,34268,267104,907,128.3
844,"Lowell, Massachusetts",111346,35.8,50391,24844,270100,1103,136.8
845,"Lynn, Massachusetts",94063,36.4,48900,25163,336100,1071,139.8
846,"Malden, Massachusetts",61246,35.9,73978,35291,387544,1467,139.4
847,"Marlborough, Massachusetts",39873,39.5,92167,46068,380006,1379,135.6
848,"Medford, Massachusetts",57797,35.8,85033,39627,480504,1656,141.2
849,"Newton, Massachusetts",88994,40.4,144403,69317,930400,1754,142.8
850,"Peabody, Massachusetts",52987,45.4,80241,37081,403539,1261,138.0
851,"Pittsfield, Massachusetts",42591,43.7,52098,32731,175668,840,106.4
852,"Quincy, Massachusetts",94166,39.4,77765,40890,426200,1407,141.2
853,"Revere, Massachusetts",53993,39.6,62595,34908,425647,1392,142.3
854,"Salem, Massachusetts",43415,36.5,64441,35633,369225,1163,139.1
855,"Somerville, Massachusetts",81360,31.2,89478,49400,666500,1671,147.2
856,"Springfield, Massachusetts",154758,34.0,36234,20728,152200,835,120.8
857,"Taunton, Massachusetts",57139,41.4,66962,33939,289900,973,132.7
858,"Waltham, Massachusetts",62442,33.6,87518,42284,515887,1582,141.1
859,"Westfield, Massachusetts",41700,38.1,58917,31268,236713,954,122.0
860,"Woburn, Massachusetts",39701,39.8,88956,42033,455380,1536,138.4
861,"Worcester, Massachusetts",185677,34.2,41561,25354,221600,1019,130.5
862,"Dearborn, Michigan",94491,30.8,46662,21697,144900,942,90.1
863,"Detroit, Michigan",673104,34.6,30344,17667,50200,782,87.4
864,"Eastpointe, Michigan",32511,36.6,53611,26210,120709,1074,89.8
865,"Flint, Michigan",96448,37.4,26901,16554,27400,683,78.6
866,"Holland, Michigan",33366,30.0,55376,26885,155003,848,84.6
867,"Jackson, Michigan",32704,31.8,36431,21282,87806,655,82.1
868,"Kalamazoo, Michigan",75807,26.8,42271,26434,100500,776,81.8
869,"Kentwood, Michigan",51747,34.4,60902,31700,177640,910,85.6
870,"Lansing, Michigan",116986,33.3,39957,22795,85700,787,83.8
871,"Livonia, Michigan",94105,45.1,82410,36537,190000,1026,89.7
872,"Midland, Michigan",41950,39.5,65361,41689,160728,727,78.1
873,"Muskegon, Michigan",38131,35.2,36174,20066,85521,658,81.1
874,"Novi, Michigan",59715,39.1,90004,48213,301033,1233,91.3
875,"Pontiac, Michigan",59792,32.9,39055,21221,102963,813,88.9
876,"Portage, Michigan",48816,38.2,65875,38624,178840,770,82.1
877,"Roseville, Michigan",47501,38.0,47769,25142,119845,940,88.7
878,"Saginaw, Michigan",48677,36.5,31074,18667,57740,667,81.9
879,"Southfield, Michigan",73208,42.9,58813,34836,157400,1060,89.8
880,"Southgate, Michigan",29084,43.7,51944,30243,129146,837,89.2
881,"Taylor, Michigan",61276,37.8,47535,25579,108335,850,88.7
882,"Troy, Michigan",83813,40.7,95825,45823,297600,1194,90.9
883,"Warren, Michigan",135022,39.6,46347,24338,124700,910,89.5
884,"Westland, Michigan",81747,41.7,47943,27664,121000,855,89.1
885,"Wyoming, Michigan",75938,36.4,56774,24146,127500,852,84.8
886,"Andover, Minnesota",32902,39.0,104511,39676,284969,1554,113.7
887,"Blaine, Minnesota",64557,37.7,81177,34339,209583,1116,111.9
888,"Bloomington, Minnesota",85866,45.6,69642,39982,243500,1160,113.4
889,"Burnsville, Minnesota",61439,36.5,75739,40310,267970,1187,113.2
890,"Duluth, Minnesota",86066,34.0,49078,28570,165200,788,97.4
891,"Eagan, Minnesota",66627,37.2,86611,45543,288500,1113,112.7
892,"Edina, Minnesota",51958,45.3,95231,67796,433683,1427,115.9
893,"Lakeville, Minnesota",63748,35.8,94605,39416,296272,1391,113.4
894,"Mankato, Minnesota",42264,25.5,49457,28232,178596,895,80.1
895,"Maplewood, Minnesota",40918,39.6,69922,34857,236934,1136,113.3
896,"Minneapolis, Minnesota",422331,32.4,60789,38131,250400,989,114.4
897,"Minnetonka, Minnesota",53085,45.4,100943,61990,355558,1355,114.3
898,"Moorhead, Minnesota",43122,29.5,50489,26730,159512,806,98.3
899,"Plymouth, Minnesota",78395,40.0,97770,52208,361900,1371,114.0
900,"Richfield, Minnesota",36151,36.3,65660,37904,248014,1001,113.6
901,"Rochester, Minnesota",115733,35.9,75464,38345,211900,982,104.1
902,"Roseville, Minnesota",36314,40.3,69191,39671,263093,1028,113.4
